fecha,local,visitante,gl,gv,fase
2012-02-25,Monterrey,Puebla,2,1,regular
2012-02-25,Pachuca,Tigres,1,1,regular
2012-02-25,San Luis,Atlas,0,1,regular
2012-02-25,Atlante,América,0,4,regular
2012-02-25,Tijuana,Toluca,1,1,regular
2012-02-26,Morelia,Cruz Azul,2,0,regular
2012-02-26,Pumas,Querétaro,1,1,regular
2012-02-26,Chivas,Santos,2,1,regular
2012-03-02,Tecos,Tijuana,0,2,regular
2012-03-03,Querétaro,Morelia,0,3,regular
2012-03-03,Cruz Azul,Monterrey,4,3,regular
2012-03-03,Tigres,Atlante,1,0,regular
2012-03-03,Santos,San Luis,5,2,regular
2012-03-03,Atlas,Pachuca,0,0,regular
2012-03-04,Toluca,Pumas,0,2,regular
2012-03-04,Puebla,Chivas,1,2,regular
2012-03-04,América,Chiapas,2,0,regular
2012-03-09,Morelia,Toluca,1,2,regular
2012-03-09,Tijuana,América,1,1,regular
2012-03-10,Chiapas,Tigres,2,2,regular
2012-03-10,Monterrey,Querétaro,4,1,regular
2012-03-10,Chivas,Cruz Azul,2,1,regular
2012-03-10,Santos,Puebla,3,1,regular
2012-03-10,San Luis,Pachuca,0,0,regular
2012-03-10,Atlante,Atlas,0,0,regular
2012-03-11,Pumas,Tecos,0,0,regular
2012-03-16,Tecos,Morelia,1,2,regular
2012-03-17,Querétaro,Chivas,0,0,regular
2012-03-17,Cruz Azul,Santos,0,1,regular
2012-03-17,Pachuca,Atlante,3,2,regular
2012-03-17,Tigres,Tijuana,1,0,regular
2012-03-17,Atlas,Chiapas,0,3,regular
2012-03-18,Toluca,Monterrey,1,1,regular
2012-03-18,Puebla,San Luis,0,1,regular
2012-03-18,América,Pumas,2,1,regular
2012-03-22,Chiapas,Pachuca,3,2,regular
2012-03-23,Morelia,América,3,1,regular
2012-03-24,Monterrey,Tecos,4,0,regular
2012-03-24,Santos,Querétaro,2,0,regular
2012-03-24,Chivas,Toluca,2,0,regular
2012-03-24,Tijuana,Atlas,2,0,regular
2012-03-24,San Luis,Atlante,2,3,regular
2012-03-25,Pumas,Tigres,0,2,regular
2012-03-25,Puebla,Cruz Azul,1,1,regular
2012-03-30,Pachuca,Tijuana,1,0,regular
2012-03-31,Cruz Azul,San Luis,3,1,regular
2012-03-31,Querétaro,Puebla,0,1,regular
2012-03-31,Tigres,Morelia,4,1,regular
2012-03-31,Atlas,Pumas,0,0,regular
2012-03-31,Atlante,Chiapas,2,2,regular
2012-04-01,Toluca,Santos,1,3,regular
2012-04-01,América,Monterrey,2,3,regular
2012-04-01,Tecos,Chivas,1,0,regular
2012-04-06,Morelia,Atlas,0,0,regular
2012-04-07,Santos,Tecos,1,1,regular
2012-04-07,San Luis,Chiapas,2,3,regular
2012-04-07,Monterrey,Tigres,2,0,regular
2012-04-07,Tijuana,Atlante,2,1,regular
2012-04-08,Pumas,Pachuca,0,1,regular
2012-04-08,Puebla,Toluca,2,1,regular
2012-04-08,Cruz Azul,Querétaro,1,2,regular
2012-04-08,Chivas,América,0,1,regular
2012-04-13,Tecos,Puebla,1,1,regular
2012-04-13,Chiapas,Tijuana,0,0,regular
2012-04-14,Querétaro,San Luis,2,2,regular
2012-04-14,América,Santos,3,1,regular
2012-04-14,Pachuca,Morelia,1,2,regular
2012-04-14,Tigres,Chivas,2,1,regular
2012-04-14,Atlas,Monterrey,1,0,regular
2012-04-14,Atlante,Pumas,1,2,regular
2012-04-15,Toluca,Cruz Azul,0,3,regular
2012-04-20,Morelia,Atlante,1,1,regular
2012-04-21,Cruz Azul,Tecos,5,2,regular
2012-04-21,Querétaro,Toluca,2,2,regular
2012-04-21,San Luis,Tijuana,0,1,regular
2012-04-21,Santos,Tigres,3,0,regular
2012-04-21,Chivas,Atlas,0,1,regular
2012-04-21,Monterrey,Pachuca,1,1,regular
2012-04-22,Pumas,Chiapas,0,3,regular
2012-04-22,Puebla,América,2,3,regular
2012-04-27,Tecos,Querétaro,1,1,regular
2012-04-28,Chiapas,Morelia,1,0,regular
2012-04-28,Pachuca,Chivas,3,1,regular
2012-04-28,Tigres,Puebla,1,2,regular
2012-04-28,Atlas,Santos,1,3,regular
2012-04-28,Atlante,Monterrey,0,3,regular
2012-04-29,Toluca,San Luis,2,1,regular
2012-04-29,Tijuana,Pumas,1,1,regular
2012-04-29,América,Cruz Azul,2,2,regular
2012-05-02,Pachuca,América,1,3,liguilla
2012-05-02,Tijuana,Monterrey,1,2,liguilla
2012-05-03,Chiapas,Santos,3,4,liguilla
2012-05-03,Tigres,Morelia,1,0,liguilla
2012-05-05,América,Pachuca,0,1,liguilla
2012-05-05,Monterrey,Tijuana,2,2,liguilla
2012-05-06,Santos,Chiapas,2,1,liguilla
2012-05-06,Morelia,Tigres,1,4,liguilla
2012-05-09,América,Monterrey,0,0,liguilla
2012-05-10,Tigres,Santos,1,1,liguilla
2012-05-12,Monterrey,América,2,0,liguilla
2012-05-13,Santos,Tigres,2,2,liguilla
2012-05-17,Monterrey,Santos,1,1,liguilla
2012-05-20,Santos,Monterrey,2,1,liguilla
2012-07-20,Chiapas,Tigres,0,4,regular
2012-07-20,Tijuana,Puebla,2,0,regular
2012-07-21,Cruz Azul,Morelia,0,0,regular
2012-07-21,Querétaro,León,0,2,regular
2012-07-21,Monterrey,América,0,0,regular
2012-07-21,Santos,San Luis,2,1,regular
2012-07-21,Atlas,Pumas,1,1,regular
2012-07-22,Toluca,Chivas,2,1,regular
2012-07-22,Atlante,Pachuca,0,0,regular
2012-07-27,Morelia,Monterrey,1,0,regular
2012-07-27,León,Tijuana,4,0,regular
2012-07-28,América,Chiapas,4,2,regular
2012-07-28,Tigres,Atlante,2,1,regular
2012-07-28,Pachuca,Atlas,0,3,regular
2012-07-28,San Luis,Cruz Azul,1,2,regular
2012-07-29,Pumas,Querétaro,3,0,regular
2012-07-29,Puebla,Toluca,1,3,regular
2012-07-29,Chivas,Santos,0,1,regular
2012-08-03,Santos,Puebla,2,2,regular
2012-08-03,Tijuana,Pumas,1,0,regular
2012-08-03,Morelia,San Luis,3,3,regular
2012-08-04,Cruz Azul,Chivas,0,0,regular
2012-08-04,Querétaro,Pachuca,0,1,regular
2012-08-04,Monterrey,Chiapas,2,1,regular
2012-08-04,Atlas,Tigres,0,0,regular
2012-08-05,Toluca,León,2,1,regular
2012-08-05,Atlante,América,2,2,regular
2012-08-10,Chiapas,Atlante,1,2,regular
2012-08-10,León,Santos,3,0,regular
2012-08-11,América,Atlas,1,1,regular
2012-08-11,Pachuca,Tijuana,2,2,regular
2012-08-11,Tigres,Querétaro,2,2,regular
2012-08-11,San Luis,Monterrey,1,1,regular
2012-08-12,Pumas,Toluca,1,2,regular
2012-08-12,Puebla,Cruz Azul,0,1,regular
2012-08-12,Chivas,Morelia,1,1,regular
2012-08-17,Tijuana,Tigres,2,1,regular
2012-08-17,Morelia,Puebla,3,0,regular
2012-08-17,Cruz Azul,León,1,1,regular
2012-08-18,Querétaro,América,0,4,regular
2012-08-18,Santos,Pumas,1,2,regular
2012-08-18,Monterrey,Atlante,1,1,regular
2012-08-18,San Luis,Chivas,0,1,regular
2012-08-18,Atlas,Chiapas,1,1,regular
2012-08-19,Toluca,Pachuca,1,0,regular
2012-08-24,Chiapas,Querétaro,2,1,regular
2012-08-24,León,Morelia,1,3,regular
2012-08-25,América,Tijuana,0,1,regular
2012-08-25,Pachuca,Santos,0,0,regular
2012-08-25,Tigres,Toluca,1,1,regular
2012-08-26,Puebla,San Luis,1,0,regular
2012-08-26,Pumas,Cruz Azul,0,1,regular
2012-08-26,Chivas,Monterrey,1,2,regular
2012-08-26,Atlante,Atlas,1,0,regular
2012-08-31,Tijuana,Chiapas,2,0,regular
2012-08-31,Morelia,Pumas,0,1,regular
2012-09-01,Cruz Azul,Pachuca,1,1,regular
2012-09-01,Querétaro,Atlante,0,1,regular
2012-09-01,Santos,Tigres,3,1,regular
2012-09-01,Monterrey,Atlas,1,1,regular
2012-09-01,San Luis,León,0,2,regular
2012-09-02,Toluca,América,1,1,regular
2012-09-02,Chivas,Puebla,1,1,regular
2012-09-14,Chiapas,Toluca,2,0,regular
2012-09-14,Pachuca,Morelia,3,2,regular
2012-09-14,León,Chivas,1,2,regular
2012-09-15,América,Santos,2,0,regular
2012-09-15,Tigres,Cruz Azul,2,0,regular
2012-09-15,Atlas,Querétaro,0,0,regular
2012-09-16,Puebla,Monterrey,2,3,regular
2012-09-16,Pumas,San Luis,0,1,regular
2012-09-16,Atlante,Tijuana,1,2,regular
2012-09-21,Puebla,León,1,1,regular
2012-09-21,Morelia,Tigres,1,1,regular
2012-09-22,Cruz Azul,América,1,1,regular
2012-09-22,Santos,Chiapas,0,0,regular
2012-09-22,Monterrey,Querétaro,3,2,regular
2012-09-22,San Luis,Pachuca,1,0,regular
2012-09-22,Tijuana,Atlas,1,1,regular
2012-09-23,Toluca,Atlante,1,0,regular
2012-09-23,Chivas,Pumas,0,0,regular
2012-09-28,Chiapas,Cruz Azul,1,0,regular
2012-09-28,León,Monterrey,2,0,regular
2012-09-29,América,Morelia,1,1,regular
2012-09-29,Querétaro,Tijuana,0,1,regular
2012-09-29,Pachuca,Chivas,1,0,regular
2012-09-29,Tigres,San Luis,0,0,regular
2012-09-29,Atlas,Toluca,1,3,regular
2012-09-30,Pumas,Puebla,2,1,regular
2012-09-30,Atlante,Santos,1,3,regular
2012-10-02,Chivas,Tigres,2,1,regular
2012-10-02,San Luis,América,1,2,regular
2012-10-03,Puebla,Pachuca,2,0,regular
2012-10-03,Toluca,Querétaro,4,1,regular
2012-10-03,Cruz Azul,Atlante,4,0,regular
2012-10-03,Santos,Atlas,2,1,regular
2012-10-03,León,Pumas,2,1,regular
2012-10-03,Monterrey,Tijuana,1,1,regular
2012-10-04,Morelia,Chiapas,1,1,regular
2012-10-06,América,Chivas,1,3,regular
2012-10-06,Querétaro,Santos,1,1,regular
2012-10-06,Pachuca,León,1,1,regular
2012-10-06,Tigres,Puebla,1,2,regular
2012-10-06,Atlas,Cruz Azul,1,1,regular
2012-10-07,Pumas,Monterrey,3,2,regular
2012-10-07,Chiapas,San Luis,4,0,regular
2012-10-07,Atlante,Morelia,2,2,regular
2012-10-07,Tijuana,Toluca,1,0,regular
2012-10-13,Cruz Azul,Querétaro,3,2,regular
2012-10-13,León,Tigres,2,0,regular
2012-10-13,Santos,Tijuana,2,2,regular
2012-10-13,San Luis,Atlante,2,2,regular
2012-10-14,Pumas,Pachuca,1,0,regular
2012-10-14,Chivas,Chiapas,1,1,regular
2012-10-19,Chiapas,Puebla,2,0,regular
2012-10-19,Tijuana,Cruz Azul,2,2,regular
2012-10-20,América,León,2,1,regular
2012-10-20,Querétaro,Morelia,1,2,regular
2012-10-20,Tigres,Pumas,5,0,regular
2012-10-20,Pachuca,Monterrey,1,1,regular
2012-10-20,Atlas,San Luis,2,3,regular
2012-10-21,Toluca,Santos,4,1,regular
2012-10-21,Atlante,Chivas,3,1,regular
2012-10-23,Morelia,Atlas,2,0,regular
2012-10-25,Puebla,América,0,1,regular
2012-10-26,León,Chiapas,4,1,regular
2012-10-27,Cruz Azul,Toluca,3,0,regular
2012-10-27,San Luis,Querétaro,0,0,regular
2012-10-27,Morelia,Tijuana,1,1,regular
2012-10-27,Monterrey,Santos,3,2,regular
2012-10-27,Pachuca,Tigres,1,0,regular
2012-10-28,Puebla,Atlante,1,2,regular
2012-10-28,Pumas,América,0,1,regular
2012-10-28,Chivas,Atlas,2,0,regular
2012-11-02,Chiapas,Pumas,3,0,regular
2012-11-02,Santos,Cruz Azul,2,1,regular
2012-11-03,América,Pachuca,4,0,regular
2012-11-03,Querétaro,Chivas,0,1,regular
2012-11-03,Monterrey,Tigres,0,1,regular
2012-11-03,Tijuana,San Luis,0,0,regular
2012-11-04,Toluca,Morelia,0,0,regular
2012-11-04,Atlas,Puebla,2,2,regular
2012-11-04,Atlante,León,2,3,regular
2012-11-07,Monterrey,Toluca,2,2,regular
2012-11-09,León,Atlas,3,1,regular
2012-11-09,Morelia,Santos,2,0,regular
2012-11-10,Cruz Azul,Monterrey,1,1,regular
2012-11-10,Tigres,América,1,1,regular
2012-11-10,Pachuca,Chiapas,2,1,regular
2012-11-10,San Luis,Toluca,0,2,regular
2012-11-11,Puebla,Querétaro,0,1,regular
2012-11-11,Pumas,Atlante,3,2,regular
2012-11-11,Chivas,Tijuana,0,2,regular
2012-11-14,Cruz Azul,León,2,1,liguilla
2012-11-14,Morelia,América,0,2,liguilla
2012-11-15,Monterrey,Tijuana,0,1,liguilla
2012-11-15,Chivas,Toluca,1,2,liguilla
2012-11-17,América,Morelia,1,2,liguilla
2012-11-17,León,Cruz Azul,3,0,liguilla
2012-11-18,Toluca,Chivas,3,1,liguilla
2012-11-18,Tijuana,Monterrey,1,1,liguilla
2012-11-22,América,Toluca,0,2,liguilla
2012-11-22,León,Tijuana,2,0,liguilla
2012-11-25,Toluca,América,1,2,liguilla
2012-11-25,Tijuana,León,3,0,liguilla
2012-11-29,Tijuana,Toluca,2,1,liguilla
2012-12-02,Toluca,Tijuana,0,2,liguilla
2013-01-04,Morelia,Cruz Azul,3,3,regular
2013-01-05,América,Monterrey,2,1,regular
2013-01-05,Tigres,Chiapas,3,0,regular
2013-01-05,Pachuca,Atlante,2,0,regular
2013-01-05,León,Querétaro,2,2,regular
2013-01-05,San Luis,Santos,1,1,regular
2013-01-06,Pumas,Atlas,1,1,regular
2013-01-06,Puebla,Tijuana,1,2,regular
2013-01-06,Chivas,Toluca,1,1,regular
2013-01-11,Chiapas,América,0,2,regular
2013-01-11,Santos,Chivas,2,0,regular
2013-01-12,Cruz Azul,San Luis,2,1,regular
2013-01-12,Querétaro,Pumas,2,1,regular
2013-01-12,Monterrey,Morelia,1,0,regular
2013-01-12,Tijuana,León,1,0,regular
2013-01-12,Atlas,Pachuca,2,0,regular
2013-01-13,Toluca,Puebla,1,1,regular
2013-01-13,Atlante,Tigres,1,3,regular
2013-01-18,Chiapas,Monterrey,1,1,regular
2013-01-18,León,Toluca,1,2,regular
2013-01-19,América,Atlante,4,0,regular
2013-01-19,Pachuca,Querétaro,1,1,regular
2013-01-19,Tigres,Atlas,1,0,regular
2013-01-19,San Luis,Morelia,1,2,regular
2013-01-20,Puebla,Santos,2,1,regular
2013-01-20,Pumas,Tijuana,1,2,regular
2013-01-20,Chivas,Cruz Azul,1,1,regular
2013-01-25,Morelia,Chivas,1,1,regular
2013-01-25,Santos,León,2,0,regular
2013-01-26,Querétaro,Tigres,0,2,regular
2013-01-26,Cruz Azul,Puebla,4,0,regular
2013-01-26,Tijuana,Pachuca,2,0,regular
2013-01-26,Monterrey,San Luis,3,2,regular
2013-01-26,Atlas,América,2,1,regular
2013-01-27,Toluca,Pumas,0,1,regular
2013-01-27,Atlante,Chiapas,4,3,regular
2013-02-01,Chiapas,Atlas,1,2,regular
2013-02-02,América,Querétaro,3,0,regular
2013-02-02,Pachuca,Toluca,1,0,regular
2013-02-02,Tigres,Tijuana,2,2,regular
2013-02-02,León,Cruz Azul,2,2,regular
2013-02-03,Puebla,Morelia,3,1,regular
2013-02-03,Pumas,Santos,0,0,regular
2013-02-03,Chivas,San Luis,1,1,regular
2013-02-03,Atlante,Monterrey,3,1,regular
2013-02-08,Morelia,León,1,0,regular
2013-02-09,Cruz Azul,Pumas,1,1,regular
2013-02-09,Querétaro,Chiapas,1,1,regular
2013-02-09,Tijuana,América,1,2,regular
2013-02-09,Monterrey,Chivas,0,1,regular
2013-02-09,San Luis,Puebla,1,3,regular
2013-02-09,Atlas,Atlante,2,1,regular
2013-02-10,Toluca,Tigres,1,4,regular
2013-02-10,Santos,Pachuca,0,1,regular
2013-02-15,Chiapas,Tijuana,2,0,regular
2013-02-16,América,Toluca,2,2,regular
2013-02-16,Pachuca,Cruz Azul,2,1,regular
2013-02-16,Tigres,Santos,1,1,regular
2013-02-16,León,San Luis,2,0,regular
2013-02-16,Atlas,Monterrey,2,1,regular
2013-02-17,Pumas,Morelia,1,0,regular
2013-02-17,Puebla,Chivas,1,1,regular
2013-02-17,Atlante,Querétaro,1,1,regular
2013-02-22,Morelia,Pachuca,3,2,regular
2013-02-22,Santos,América,1,0,regular
2013-02-23,Cruz Azul,Tigres,1,2,regular
2013-02-23,Querétaro,Atlas,0,0,regular
2013-02-23,Monterrey,Puebla,3,0,regular
2013-02-23,Tijuana,Atlante,2,0,regular
2013-02-23,San Luis,Pumas,0,2,regular
2013-02-24,Toluca,Chiapas,2,1,regular
2013-02-24,Chivas,León,2,1,regular
2013-03-01,Chiapas,Santos,1,3,regular
2013-03-02,América,Cruz Azul,3,0,regular
2013-03-02,Querétaro,Monterrey,1,0,regular
2013-03-02,Pachuca,San Luis,2,1,regular
2013-03-02,Tigres,Morelia,1,1,regular
2013-03-02,León,Puebla,0,1,regular
2013-03-02,Atlas,Tijuana,1,0,regular
2013-03-03,Pumas,Chivas,1,1,regular
2013-03-03,Atlante,Toluca,0,1,regular
2013-03-08,Morelia,América,1,1,regular
2013-03-09,Cruz Azul,Chiapas,1,1,regular
2013-03-09,Santos,Atlante,2,1,regular
2013-03-09,Tijuana,Querétaro,0,1,regular
2013-03-09,Monterrey,León,2,1,regular
2013-03-09,San Luis,Tigres,1,2,regular
2013-03-10,Toluca,Atlas,0,1,regular
2013-03-10,Puebla,Pumas,0,1,regular
2013-03-10,Chivas,Pachuca,1,0,regular
2013-03-15,Chiapas,Morelia,1,1,regular
2013-03-16,América,San Luis,1,1,regular
2013-03-16,Querétaro,Toluca,1,0,regular
2013-03-16,Pachuca,Puebla,2,1,regular
2013-03-16,Tigres,Chivas,1,1,regular
2013-03-16,Atlas,Santos,1,2,regular
2013-03-16,Tijuana,Monterrey,2,2,regular
2013-03-17,Pumas,León,0,0,regular
2013-03-17,Atlante,Cruz Azul,0,3,regular
2013-03-30,Cruz Azul,Atlas,1,2,regular
2013-03-30,Toluca,Tijuana,1,0,regular
2013-03-30,Morelia,Atlante,4,0,regular
2013-03-30,Santos,Querétaro,1,1,regular
2013-03-30,Monterrey,Pumas,3,0,regular
2013-03-30,León,Pachuca,0,0,regular
2013-03-30,San Luis,Chiapas,3,0,regular
2013-03-31,Puebla,Tigres,1,2,regular
2013-03-31,Chivas,América,0,2,regular
2013-04-05,Chiapas,Chivas,3,2,regular
2013-04-06,América,Puebla,1,1,regular
2013-04-06,Querétaro,Cruz Azul,1,2,regular
2013-04-06,Pachuca,Pumas,1,2,regular
2013-04-06,Tigres,León,0,0,regular
2013-04-06,Atlas,Morelia,0,0,regular
2013-04-06,Tijuana,Santos,0,0,regular
2013-04-07,Toluca,Monterrey,1,0,regular
2013-04-07,Atlante,San Luis,0,1,regular
2013-04-12,Santos,Toluca,2,1,regular
2013-04-12,Morelia,Querétaro,1,0,regular
2013-04-13,Cruz Azul,Tijuana,5,0,regular
2013-04-13,Monterrey,Pachuca,2,0,regular
2013-04-13,León,América,1,1,regular
2013-04-13,San Luis,Atlas,2,2,regular
2013-04-14,Pumas,Tigres,2,1,regular
2013-04-14,Puebla,Chiapas,1,2,regular
2013-04-14,Chivas,Atlante,1,2,regular
2013-04-19,Chiapas,León,2,2,regular
2013-04-19,Santos,Monterrey,1,0,regular
2013-04-20,Querétaro,San Luis,2,1,regular
2013-04-20,Atlas,Chivas,1,0,regular
2013-04-20,Tigres,Pachuca,3,1,regular
2013-04-20,Tijuana,Morelia,1,2,regular
2013-04-20,América,Pumas,1,0,regular
2013-04-21,Toluca,Cruz Azul,0,2,regular
2013-04-21,Atlante,Puebla,2,0,regular
2013-04-26,Morelia,Toluca,2,1,regular
2013-04-27,Cruz Azul,Santos,1,0,regular
2013-04-27,Tigres,Monterrey,0,1,regular
2013-04-27,Pachuca,América,2,4,regular
2013-04-27,León,Atlante,1,0,regular
2013-04-27,San Luis,Tijuana,1,0,regular
2013-04-28,Pumas,Chiapas,3,0,regular
2013-04-28,Puebla,Atlas,1,1,regular
2013-04-28,Chivas,Querétaro,1,2,regular
2013-05-03,Chiapas,Pachuca,2,1,regular
2013-05-03,Tijuana,Chivas,4,0,regular
2013-05-04,América,Tigres,0,2,regular
2013-05-04,Monterrey,Cruz Azul,1,5,regular
2013-05-04,Santos,Morelia,1,2,regular
2013-05-04,Querétaro,Puebla,2,3,regular
2013-05-04,Atlas,León,0,1,regular
2013-05-05,Toluca,San Luis,0,1,regular
2013-05-05,Atlante,Pumas,1,2,regular
2013-05-08,Monterrey,Tigres,1,0,liguilla
2013-05-08,Pumas,América,0,1,liguilla
2013-05-09,Santos,Atlas,0,0,liguilla
2013-05-09,Cruz Azul,Morelia,4,2,liguilla
2013-05-11,América,Pumas,2,1,liguilla
2013-05-11,Tigres,Monterrey,1,1,liguilla
2013-05-12,Morelia,Cruz Azul,1,0,liguilla
2013-05-12,Atlas,Santos,1,3,liguilla
2013-05-15,Monterrey,América,2,2,liguilla
2013-05-16,Santos,Cruz Azul,0,3,liguilla
2013-05-18,América,Monterrey,2,1,liguilla
2013-05-19,Cruz Azul,Santos,2,1,liguilla
2013-05-23,Cruz Azul,América,1,0,liguilla
2013-05-26,América,Cruz Azul,2,1,liguilla
2013-07-19,Querétaro,Morelia,1,3,regular
2013-07-19,Tijuana,Atlas,3,3,regular
2013-07-20,Cruz Azul,Monterrey,1,0,regular
2013-07-20,Veracruz,Chiapas,2,2,regular
2013-07-20,León,Atlante,1,0,regular
2013-07-21,Puebla,Pumas,1,1,regular
2013-07-21,Toluca,Pachuca,0,1,regular
2013-07-26,Morelia,Toluca,3,4,regular
2013-07-26,Santos,Cruz Azul,3,2,regular
2013-07-27,Monterrey,Puebla,1,1,regular
2013-07-27,Pachuca,Tigres,2,1,regular
2013-07-27,Atlante,Veracruz,2,4,regular
2013-07-27,Chiapas,Chivas,1,1,regular
2013-07-27,Atlas,León,1,2,regular
2013-07-28,Pumas,Querétaro,0,3,regular
2013-07-30,Cruz Azul,Chiapas,1,1,regular
2013-07-30,Atlante,Atlas,1,1,regular
2013-07-30,Tijuana,Pachuca,1,0,regular
2013-07-31,Chivas,Veracruz,0,2,regular
2013-07-31,Querétaro,Monterrey,3,3,regular
2013-07-31,Puebla,Santos,1,1,regular
2013-07-31,Toluca,Pumas,0,0,regular
2013-07-31,Tigres,Morelia,1,2,regular
2013-07-31,León,América,1,1,regular
2013-08-03,Veracruz,Cruz Azul,3,2,regular
2013-08-03,América,Atlas,3,0,regular
2013-08-03,Morelia,Tijuana,2,1,regular
2013-08-03,Santos,Querétaro,2,0,regular
2013-08-03,Monterrey,Toluca,1,1,regular
2013-08-03,Pachuca,León,1,1,regular
2013-08-03,Chiapas,Puebla,4,2,regular
2013-08-04,Pumas,Tigres,0,2,regular
2013-08-04,Chivas,Atlante,1,0,regular
2013-08-09,Querétaro,Chiapas,1,1,regular
2013-08-09,Tijuana,Pumas,2,0,regular
2013-08-10,Cruz Azul,Chivas,3,1,regular
2013-08-10,Tigres,Monterrey,3,1,regular
2013-08-10,Atlante,América,2,4,regular
2013-08-10,León,Morelia,0,0,regular
2013-08-10,Atlas,Pachuca,1,1,regular
2013-08-11,Puebla,Veracruz,0,0,regular
2013-08-11,Toluca,Santos,2,2,regular
2013-08-16,Morelia,Atlas,2,0,regular
2013-08-16,Santos,Tigres,3,0,regular
2013-08-17,Veracruz,Querétaro,0,0,regular
2013-08-17,Cruz Azul,Atlante,1,0,regular
2013-08-17,Monterrey,Tijuana,2,1,regular
2013-08-17,Pachuca,América,0,1,regular
2013-08-17,Chiapas,Toluca,0,4,regular
2013-08-18,Pumas,León,1,1,regular
2013-08-18,Chivas,Puebla,2,4,regular
2013-08-23,Querétaro,Chivas,2,0,regular
2013-08-23,Tijuana,Santos,1,1,regular
2013-08-24,América,Morelia,3,1,regular
2013-08-24,Tigres,Chiapas,2,2,regular
2013-08-24,Atlante,Pachuca,1,1,regular
2013-08-24,León,Monterrey,3,1,regular
2013-08-24,Atlas,Pumas,1,1,regular
2013-08-25,Puebla,Cruz Azul,1,2,regular
2013-08-25,Toluca,Veracruz,3,1,regular
2013-08-30,Morelia,Pachuca,4,1,regular
2013-08-30,Santos,León,0,2,regular
2013-08-31,Cruz Azul,Querétaro,0,2,regular
2013-08-31,Veracruz,Tigres,1,1,regular
2013-08-31,Monterrey,Atlas,0,0,regular
2013-08-31,Chiapas,Tijuana,3,1,regular
2013-09-01,Puebla,Atlante,1,0,regular
2013-09-01,Chivas,Toluca,0,0,regular
2013-09-02,Pumas,América,1,4,regular
2013-09-06,Querétaro,Puebla,1,0,regular
2013-09-07,América,Monterrey,1,0,regular
2013-09-07,Tigres,Chivas,3,3,regular
2013-09-07,Pachuca,Pumas,0,0,regular
2013-09-07,Atlante,Morelia,2,2,regular
2013-09-07,León,Chiapas,0,1,regular
2013-09-07,Atlas,Santos,2,2,regular
2013-09-07,Tijuana,Veracruz,3,0,regular
2013-09-08,Toluca,Cruz Azul,1,2,regular
2013-09-13,Querétaro,Atlante,1,0,regular
2013-09-13,Santos,América,2,1,regular
2013-09-14,Veracruz,León,0,1,regular
2013-09-14,Cruz Azul,Tigres,0,1,regular
2013-09-14,Monterrey,Pachuca,1,0,regular
2013-09-14,Chiapas,Atlas,3,0,regular
2013-09-15,Puebla,Toluca,1,1,regular
2013-09-15,Pumas,Morelia,0,1,regular
2013-09-15,Chivas,Tijuana,2,2,regular
2013-09-20,Morelia,Monterrey,1,3,regular
2013-09-20,Tijuana,Cruz Azul,0,0,regular
2013-09-21,América,Chiapas,3,1,regular
2013-09-21,Tigres,Puebla,0,0,regular
2013-09-21,Pachuca,Santos,1,1,regular
2013-09-21,Atlante,Pumas,1,0,regular
2013-09-21,León,Chivas,2,1,regular
2013-09-21,Atlas,Veracruz,3,3,regular
2013-09-22,Toluca,Querétaro,4,0,regular
2013-09-27,Querétaro,Tigres,2,2,regular
2013-09-27,Santos,Morelia,3,1,regular
2013-09-28,Veracruz,América,0,1,regular
2013-09-28,Cruz Azul,León,1,0,regular
2013-09-28,Monterrey,Pumas,0,1,regular
2013-09-28,Chiapas,Pachuca,2,1,regular
2013-09-29,Toluca,Atlante,7,1,regular
2013-09-29,Puebla,Tijuana,2,0,regular
2013-09-29,Chivas,Atlas,1,1,regular
2013-10-01,América,Tijuana,2,0,regular
2013-10-04,Morelia,Chiapas,2,1,regular
2013-10-04,Tijuana,Querétaro,1,0,regular
2013-10-05,América,Chivas,2,0,regular
2013-10-05,Tigres,Toluca,1,2,regular
2013-10-05,Pachuca,Veracruz,1,1,regular
2013-10-05,Atlante,Monterrey,2,1,regular
2013-10-05,León,Puebla,3,1,regular
2013-10-05,Atlas,Cruz Azul,1,2,regular
2013-10-06,Pumas,Santos,0,1,regular
2013-10-18,Querétaro,León,2,0,regular
2013-10-18,Santos,Monterrey,3,2,regular
2013-10-19,Veracruz,Morelia,1,0,regular
2013-10-19,Cruz Azul,América,1,1,regular
2013-10-19,Tigres,Atlante,3,1,regular
2013-10-19,Chiapas,Pumas,1,1,regular
2013-10-20,Toluca,Tijuana,0,0,regular
2013-10-20,Puebla,Atlas,2,0,regular
2013-10-20,Chivas,Pachuca,1,3,regular
2013-10-25,Morelia,Chivas,1,1,regular
2013-10-25,Tijuana,Tigres,0,0,regular
2013-10-26,América,Puebla,3,1,regular
